Day	Weather	Holiday	FoodItem	QuantitySold
Friday	Rainy	Yes	Samosa	39
Thursday	Cloudy	Yes	Idli	155
Wednesday	Rainy	Yes	Dosa	151
Sunday	Cloudy	Yes	Mirchi Bhajji	131
Saturday	Sunny	No	Mysore Bonda	108
Thursday	Rainy	Yes	Pesarattu	39
Saturday	Rainy	No	Samosa	48
Sunday	Cloudy	No	Mirchi Bhajji	233
Sunday	Sunny	Yes	Biryani	215
Monday	Cloudy	Yes	Pani Puri	296
Friday	Sunny	No	Punukulu	133
Tuesday	Sunny	No	Mysore Bonda	278
Monday	Sunny	No	Pesarattu	221
Tuesday	Sunny	No	Samosa	263
Friday	Rainy	Yes	Punukulu	224
Wednesday	Sunny	No	Punukulu	242
Sunday	Rainy	Yes	Idli	266
Friday	Sunny	No	Mirchi Bhajji	120
Friday	Rainy	Yes	Dosa	56
Wednesday	Cloudy	No	Samosa	77
Saturday	Cloudy	No	Pani Puri	198
Tuesday	Cloudy	No	Biryani	176
Tuesday	Cloudy	No	Idli	245
Monday	Sunny	Yes	Pani Puri	99
Sunday	Rainy	Yes	Samosa	47
Tuesday	Rainy	Yes	Pesarattu	27
Wednesday	Rainy	Yes	Pesarattu	250
Thursday	Sunny	No	Dosa	295
Tuesday	Sunny	No	Punukulu	267
Friday	Rainy	Yes	Biryani	212
Friday	Rainy	Yes	Pesarattu	107
Monday	Cloudy	Yes	Pesarattu	47
Thursday	Rainy	Yes	Samosa	218
Saturday	Cloudy	No	Samosa	29
Wednesday	Rainy	No	Dosa	214
Friday	Rainy	Yes	Pani Puri	268
Sunday	Rainy	Yes	Idli	121
Friday	Cloudy	Yes	Biryani	146
Friday	Cloudy	No	Mysore Bonda	221
Saturday	Sunny	Yes	Pani Puri	200
Wednesday	Rainy	No	Dosa	276
Wednesday	Sunny	No	Mirchi Bhajji	35
Friday	Cloudy	Yes	Idli	194
Thursday	Rainy	Yes	Samosa	215
Friday	Rainy	Yes	Mirchi Bhajji	143
Friday	Sunny	No	Pesarattu	188
Thursday	Rainy	Yes	Dosa	90
Friday	Rainy	Yes	Idli	178
Saturday	Rainy	Yes	Mirchi Bhajji	94
Saturday	Rainy	Yes	Pani Puri	54
Friday	Rainy	Yes	Idli	182
Sunday	Sunny	Yes	Pani Puri	231
Thursday	Cloudy	No	Pesarattu	97
Sunday	Sunny	Yes	Idli	114
Monday	Rainy	No	Dosa	138
Tuesday	Rainy	Yes	Pani Puri	60
Saturday	Cloudy	Yes	Punukulu	260
Saturday	Rainy	No	Idli	218
Thursday	Cloudy	Yes	Idli	118
Tuesday	Sunny	No	Biryani	158
Thursday	Sunny	Yes	Dosa	53
Tuesday	Cloudy	No	Pani Puri	254
Tuesday	Cloudy	No	Biryani	214
Saturday	Cloudy	No	Punukulu	288
Saturday	Rainy	Yes	Punukulu	75
Thursday	Cloudy	Yes	Dosa	285
Friday	Cloudy	Yes	Punukulu	218
Friday	Rainy	Yes	Dosa	169
Thursday	Cloudy	No	Pesarattu	256
Tuesday	Cloudy	No	Biryani	284
Tuesday	Cloudy	No	Samosa	276
Monday	Sunny	Yes	Mirchi Bhajji	231
Wednesday	Cloudy	Yes	Idli	252
Friday	Rainy	Yes	Mysore Bonda	66
Wednesday	Cloudy	Yes	Samosa	66
Monday	Rainy	No	Pani Puri	63
Friday	Rainy	No	Punukulu	101
Thursday	Rainy	No	Biryani	107
Wednesday	Rainy	Yes	Idli	94
Tuesday	Rainy	Yes	Mirchi Bhajji	177
Wednesday	Rainy	No	Pesarattu	112
Monday	Sunny	Yes	Biryani	149
Monday	Cloudy	No	Mysore Bonda	298
Sunday	Sunny	No	Dosa	131
Friday	Rainy	No	Mysore Bonda	229
Thursday	Sunny	Yes	Dosa	300
Wednesday	Rainy	Yes	Biryani	114
Tuesday	Sunny	No	Biryani	94
Sunday	Sunny	No	Pani Puri	64
Monday	Sunny	No	Idli	102
Saturday	Cloudy	Yes	Mysore Bonda	204
Monday	Sunny	No	Pani Puri	208
Thursday	Sunny	No	Punukulu	53
Wednesday	Cloudy	Yes	Samosa	160
Wednesday	Rainy	No	Punukulu	127
Saturday	Sunny	Yes	Samosa	290
Monday	Cloudy	No	Mirchi Bhajji	182
Wednesday	Rainy	No	Idli	274
Friday	Rainy	No	Mysore Bonda	112
Friday	Sunny	No	Dosa	20
Monday	Sunny	No	Samosa	126
Sunday	Rainy	No	Mirchi Bhajji	43
Wednesday	Cloudy	Yes	Biryani	123
Saturday	Cloudy	No	Samosa	177
Wednesday	Rainy	No	Biryani	78
Saturday	Cloudy	No	Mirchi Bhajji	34
Sunday	Sunny	Yes	Pani Puri	193
Saturday	Cloudy	No	Biryani	89
Thursday	Sunny	No	Punukulu	191
Thursday	Cloudy	Yes	Punukulu	173
Friday	Rainy	No	Punukulu	294
Monday	Sunny	No	Pani Puri	53
Tuesday	Cloudy	Yes	Pani Puri	212
Saturday	Rainy	Yes	Mirchi Bhajji	115
Friday	Sunny	No	Pani Puri	36
Wednesday	Cloudy	Yes	Mysore Bonda	141
Wednesday	Cloudy	No	Dosa	288
Wednesday	Sunny	Yes	Pani Puri	39
Sunday	Sunny	Yes	Mysore Bonda	279
Monday	Cloudy	Yes	Dosa	194
Thursday	Rainy	No	Pani Puri	93
Sunday	Sunny	Yes	Dosa	38
Thursday	Cloudy	Yes	Biryani	179
Monday	Rainy	Yes	Pani Puri	259
Monday	Sunny	No	Biryani	179
Saturday	Sunny	No	Dosa	118
Wednesday	Cloudy	No	Mysore Bonda	80
Wednesday	Sunny	Yes	Pesarattu	78
Monday	Rainy	Yes	Dosa	297
Wednesday	Rainy	No	Pesarattu	92
Saturday	Cloudy	Yes	Idli	56
Wednesday	Rainy	No	Punukulu	247
Monday	Sunny	Yes	Mysore Bonda	45
Monday	Cloudy	Yes	Samosa	238
Thursday	Sunny	No	Pani Puri	179
Wednesday	Sunny	Yes	Mysore Bonda	87
Monday	Rainy	No	Samosa	253
Wednesday	Rainy	No	Mysore Bonda	138
Tuesday	Sunny	No	Pani Puri	220
Tuesday	Rainy	No	Pani Puri	252
Thursday	Sunny	Yes	Mysore Bonda	77
Wednesday	Cloudy	No	Idli	164
Sunday	Cloudy	Yes	Punukulu	72
Thursday	Rainy	Yes	Pani Puri	56
Sunday	Cloudy	No	Mirchi Bhajji	231
Tuesday	Rainy	Yes	Punukulu	101
Thursday	Cloudy	Yes	Pani Puri	126
Sunday	Rainy	No	Mirchi Bhajji	195
Friday	Rainy	Yes	Idli	59
Saturday	Rainy	No	Samosa	257
Wednesday	Rainy	Yes	Mysore Bonda	110
Wednesday	Cloudy	Yes	Samosa	214
Wednesday	Cloudy	Yes	Samosa	131
Sunday	Sunny	Yes	Idli	96
Thursday	Rainy	No	Mirchi Bhajji	248
Tuesday	Sunny	No	Pesarattu	175
Thursday	Rainy	No	Samosa	24
Friday	Rainy	No	Idli	170
Monday	Cloudy	Yes	Biryani	203
Monday	Cloudy	Yes	Dosa	241
Saturday	Rainy	No	Pani Puri	215
Thursday	Cloudy	No	Punukulu	128
Saturday	Sunny	No	Idli	116
Friday	Cloudy	No	Mirchi Bhajji	98
Wednesday	Rainy	Yes	Idli	25
Monday	Rainy	Yes	Idli	269
Saturday	Cloudy	Yes	Samosa	90
Saturday	Cloudy	No	Mirchi Bhajji	112
Thursday	Rainy	No	Punukulu	250
Thursday	Cloudy	Yes	Idli	237
Friday	Sunny	No	Dosa	276
Wednesday	Cloudy	No	Biryani	39
Friday	Cloudy	No	Samosa	266
Saturday	Sunny	Yes	Punukulu	163
Thursday	Rainy	Yes	Punukulu	65
Tuesday	Cloudy	Yes	Punukulu	179
Friday	Sunny	No	Punukulu	25
Thursday	Cloudy	No	Pani Puri	235
Wednesday	Cloudy	No	Idli	38
Saturday	Rainy	No	Pesarattu	51
Saturday	Cloudy	Yes	Biryani	169
Sunday	Rainy	Yes	Pesarattu	268
Monday	Sunny	Yes	Pesarattu	149
Tuesday	Rainy	No	Pesarattu	151
Monday	Rainy	Yes	Idli	97
Saturday	Cloudy	No	Idli	153
Sunday	Rainy	Yes	Mysore Bonda	112
Sunday	Rainy	Yes	Pani Puri	63
Tuesday	Rainy	Yes	Mysore Bonda	231
Sunday	Cloudy	Yes	Mysore Bonda	105
Tuesday	Rainy	No	Biryani	155
Sunday	Sunny	Yes	Idli	257
Thursday	Cloudy	No	Mysore Bonda	292
Tuesday	Cloudy	No	Mysore Bonda	154
Tuesday	Rainy	No	Biryani	167
Sunday	Cloudy	No	Pani Puri	291
Saturday	Sunny	Yes	Punukulu	201
Sunday	Cloudy	No	Pani Puri	158
Wednesday	Sunny	No	Mirchi Bhajji	256
Sunday	Rainy	Yes	Dosa	286
Wednesday	Rainy	Yes	Pani Puri	300
Monday	Rainy	Yes	Samosa	26
Thursday	Sunny	Yes	Mysore Bonda	199
Tuesday	Rainy	No	Pesarattu	118
Monday	Sunny	Yes	Biryani	131
Friday	Rainy	Yes	Samosa	64
Sunday	Rainy	Yes	Mirchi Bhajji	114
Monday	Rainy	Yes	Pesarattu	170
Thursday	Rainy	Yes	Mysore Bonda	161
Sunday	Cloudy	No	Pesarattu	102
Sunday	Sunny	No	Biryani	215
Thursday	Cloudy	Yes	Pesarattu	155
Tuesday	Cloudy	Yes	Mysore Bonda	122
Friday	Cloudy	Yes	Mysore Bonda	75
Tuesday	Rainy	No	Dosa	74
Thursday	Rainy	No	Samosa	37
Monday	Sunny	No	Mysore Bonda	29
Thursday	Sunny	Yes	Biryani	219
Wednesday	Sunny	No	Mirchi Bhajji	21
Friday	Rainy	No	Mysore Bonda	243
Thursday	Rainy	Yes	Punukulu	135
Monday	Cloudy	No	Samosa	294
Wednesday	Cloudy	No	Mirchi Bhajji	48
Saturday	Rainy	Yes	Pani Puri	293
Sunday	Cloudy	Yes	Mysore Bonda	168
Saturday	Sunny	Yes	Punukulu	40
Thursday	Rainy	Yes	Pesarattu	219
Monday	Rainy	No	Mysore Bonda	63
Saturday	Cloudy	Yes	Idli	38
Tuesday	Sunny	Yes	Mysore Bonda	219
Monday	Rainy	No	Mysore Bonda	293
Sunday	Cloudy	Yes	Biryani	193
Monday	Cloudy	Yes	Mirchi Bhajji	80
Tuesday	Rainy	No	Punukulu	96
Saturday	Rainy	Yes	Samosa	38
Saturday	Sunny	No	Biryani	261
Friday	Sunny	Yes	Idli	27
Tuesday	Rainy	Yes	Pesarattu	69
Thursday	Rainy	Yes	Samosa	74
Monday	Cloudy	Yes	Samosa	123
Thursday	Cloudy	No	Pani Puri	81
Saturday	Rainy	Yes	Pani Puri	129
Sunday	Sunny	Yes	Pani Puri	52
Monday	Cloudy	Yes	Mirchi Bhajji	106
Saturday	Cloudy	Yes	Mysore Bonda	144
Friday	Sunny	Yes	Samosa	212
Sunday	Sunny	Yes	Mysore Bonda	61
Monday	Sunny	Yes	Samosa	165
Thursday	Rainy	No	Idli	125
Tuesday	Rainy	No	Punukulu	250
Thursday	Sunny	Yes	Biryani	112
Saturday	Cloudy	Yes	Pesarattu	198
Thursday	Sunny	Yes	Dosa	80
Friday	Sunny	No	Punukulu	279
Tuesday	Cloudy	Yes	Pesarattu	47
Tuesday	Sunny	Yes	Mysore Bonda	274
Tuesday	Sunny	Yes	Biryani	206
Wednesday	Sunny	No	Pesarattu	191
Friday	Cloudy	Yes	Samosa	46
Friday	Sunny	Yes	Biryani	268
Friday	Sunny	Yes	Dosa	247
Friday	Rainy	No	Mirchi Bhajji	121
Saturday	Rainy	No	Dosa	76
Wednesday	Sunny	Yes	Dosa	231
Sunday	Sunny	No	Dosa	57
Thursday	Rainy	No	Biryani	243
Tuesday	Sunny	No	Idli	218
Wednesday	Sunny	No	Dosa	203
Wednesday	Sunny	No	Idli	36
Saturday	Rainy	Yes	Pesarattu	89
Monday	Cloudy	No	Mirchi Bhajji	107
Sunday	Cloudy	Yes	Pesarattu	100
Sunday	Rainy	Yes	Punukulu	137
Monday	Cloudy	No	Dosa	262
Sunday	Cloudy	No	Biryani	239
Saturday	Sunny	Yes	Pani Puri	242
Friday	Sunny	Yes	Biryani	233
Monday	Sunny	No	Punukulu	37
Thursday	Rainy	No	Mysore Bonda	70
Thursday	Cloudy	Yes	Samosa	26
Saturday	Rainy	No	Dosa	87
Wednesday	Cloudy	Yes	Samosa	28
Thursday	Rainy	No	Idli	255
Sunday	Rainy	Yes	Mysore Bonda	257
Sunday	Sunny	No	Idli	209
Saturday	Cloudy	Yes	Samosa	217
Saturday	Cloudy	Yes	Pesarattu	238
Sunday	Cloudy	Yes	Samosa	191
Saturday	Sunny	No	Biryani	76
Thursday	Cloudy	No	Biryani	207
Wednesday	Sunny	Yes	Punukulu	124
Tuesday	Cloudy	Yes	Punukulu	78
Saturday	Cloudy	Yes	Dosa	184
Wednesday	Cloudy	No	Pesarattu	47
Monday	Cloudy	No	Mysore Bonda	268
Friday	Rainy	Yes	Mysore Bonda	292
Saturday	Rainy	No	Mysore Bonda	208
Sunday	Rainy	Yes	Dosa	254
Monday	Sunny	No	Idli	167
Monday	Sunny	Yes	Pesarattu	77
Saturday	Sunny	No	Idli	124
Friday	Rainy	Yes	Pesarattu	233
Saturday	Rainy	Yes	Mysore Bonda	197
Thursday	Cloudy	Yes	Pesarattu	116
Monday	Sunny	Yes	Punukulu	191
Thursday	Rainy	No	Pani Puri	268
Friday	Rainy	No	Mysore Bonda	175
Friday	Sunny	No	Idli	153
Tuesday	Cloudy	No	Pesarattu	44
Tuesday	Cloudy	No	Mysore Bonda	105
Friday	Sunny	No	Idli	109
Sunday	Rainy	Yes	Idli	141
Monday	Sunny	No	Idli	245
Wednesday	Cloudy	Yes	Dosa	37
Saturday	Cloudy	No	Idli	210
Thursday	Rainy	Yes	Punukulu	174
Monday	Sunny	No	Mysore Bonda	94
Thursday	Cloudy	Yes	Biryani	299
Friday	Cloudy	No	Mysore Bonda	168
Sunday	Rainy	Yes	Mysore Bonda	193
Saturday	Sunny	No	Biryani	91
Saturday	Rainy	Yes	Pesarattu	32
Thursday	Rainy	Yes	Mysore Bonda	202
Monday	Cloudy	Yes	Dosa	289
Tuesday	Cloudy	Yes	Biryani	62
Friday	Cloudy	Yes	Punukulu	221
Tuesday	Cloudy	No	Punukulu	48
Saturday	Cloudy	No	Idli	238
Wednesday	Cloudy	No	Biryani	165
Wednesday	Cloudy	No	Mysore Bonda	64
Tuesday	Rainy	No	Mirchi Bhajji	246
Wednesday	Sunny	No	Mirchi Bhajji	91
Sunday	Rainy	Yes	Idli	126
Wednesday	Cloudy	No	Samosa	212
Monday	Sunny	No	Pesarattu	232
Tuesday	Rainy	No	Idli	122
Tuesday	Cloudy	No	Punukulu	271
Monday	Cloudy	No	Mysore Bonda	257
Tuesday	Sunny	Yes	Idli	154
Wednesday	Rainy	No	Samosa	167
Thursday	Sunny	No	Dosa	34
Monday	Cloudy	No	Samosa	205
Friday	Cloudy	No	Pesarattu	263
Saturday	Sunny	No	Punukulu	28
Sunday	Cloudy	Yes	Biryani	94
Wednesday	Cloudy	Yes	Pani Puri	103
Monday	Cloudy	No	Mirchi Bhajji	202
Monday	Cloudy	No	Punukulu	59
Friday	Sunny	Yes	Samosa	105
Friday	Cloudy	No	Pesarattu	158
Saturday	Rainy	No	Samosa	293
Friday	Cloudy	Yes	Biryani	90
Friday	Cloudy	No	Mysore Bonda	230
Wednesday	Sunny	Yes	Dosa	99
Friday	Sunny	Yes	Punukulu	289
Sunday	Rainy	Yes	Mirchi Bhajji	255
Monday	Sunny	Yes	Biryani	265
Wednesday	Cloudy	No	Idli	246
Friday	Rainy	No	Idli	175
Monday	Rainy	Yes	Dosa	85
Sunday	Rainy	Yes	Dosa	177
Tuesday	Sunny	Yes	Samosa	237
Saturday	Sunny	Yes	Biryani	267
Sunday	Cloudy	Yes	Dosa	75
Monday	Rainy	Yes	Mysore Bonda	80
Wednesday	Sunny	Yes	Pesarattu	25
Sunday	Sunny	Yes	Dosa	122
Tuesday	Rainy	No	Biryani	66
Tuesday	Rainy	No	Pani Puri	200
Tuesday	Rainy	Yes	Punukulu	54
Monday	Rainy	Yes	Punukulu	131
Saturday	Sunny	No	Idli	295
Monday	Rainy	Yes	Dosa	278
Sunday	Rainy	No	Pani Puri	114
Thursday	Rainy	Yes	Idli	201
Thursday	Cloudy	Yes	Punukulu	136
Thursday	Sunny	No	Samosa	258
Monday	Rainy	Yes	Mysore Bonda	204
Saturday	Cloudy	Yes	Samosa	187
Thursday	Sunny	No	Pesarattu	253
Friday	Rainy	No	Mysore Bonda	135
Friday	Cloudy	No	Mirchi Bhajji	116
Sunday	Sunny	No	Pani Puri	111
Monday	Rainy	No	Samosa	222
Thursday	Rainy	Yes	Samosa	93
Thursday	Cloudy	Yes	Idli	53
Wednesday	Sunny	No	Dosa	226
Monday	Sunny	No	Mysore Bonda	162
Sunday	Rainy	No	Mirchi Bhajji	202
Thursday	Rainy	No	Mysore Bonda	281
Wednesday	Sunny	No	Samosa	82
Wednesday	Cloudy	No	Dosa	88
Monday	Sunny	Yes	Samosa	275
Saturday	Sunny	Yes	Mirchi Bhajji	187
Tuesday	Cloudy	Yes	Samosa	286
Sunday	Cloudy	No	Dosa	170
Saturday	Cloudy	No	Punukulu	153
Friday	Cloudy	Yes	Biryani	240
Monday	Cloudy	No	Pani Puri	212
Thursday	Cloudy	Yes	Biryani	110
Friday	Rainy	No	Idli	271
Thursday	Sunny	No	Mirchi Bhajji	269
Sunday	Sunny	No	Punukulu	296
Friday	Cloudy	No	Punukulu	100
Friday	Sunny	No	Pesarattu	273
Friday	Cloudy	No	Pesarattu	184
Monday	Sunny	Yes	Idli	207
Wednesday	Rainy	Yes	Pani Puri	214
Monday	Cloudy	No	Pani Puri	230
Wednesday	Sunny	Yes	Dosa	140
Saturday	Cloudy	Yes	Samosa	176
Monday	Cloudy	Yes	Biryani	295
Wednesday	Sunny	No	Mirchi Bhajji	283
Thursday	Cloudy	Yes	Mysore Bonda	31
Wednesday	Cloudy	No	Pani Puri	70
Sunday	Cloudy	Yes	Dosa	192
Thursday	Rainy	No	Idli	173
Wednesday	Cloudy	Yes	Mysore Bonda	58
Sunday	Rainy	Yes	Pesarattu	155
Monday	Cloudy	No	Dosa	67
Saturday	Rainy	Yes	Pani Puri	159
Monday	Rainy	No	Mirchi Bhajji	127
Wednesday	Sunny	No	Punukulu	173
Thursday	Rainy	No	Dosa	232
Thursday	Cloudy	No	Punukulu	112
Monday	Rainy	Yes	Mysore Bonda	129
Saturday	Rainy	No	Pesarattu	292
Sunday	Rainy	No	Biryani	287
Tuesday	Cloudy	No	Idli	143
Tuesday	Rainy	No	Mirchi Bhajji	230
Wednesday	Sunny	Yes	Mirchi Bhajji	156
Sunday	Cloudy	Yes	Pesarattu	140
Thursday	Sunny	Yes	Idli	118
Monday	Sunny	No	Mysore Bonda	268
Friday	Cloudy	No	Biryani	123
Tuesday	Cloudy	Yes	Biryani	152
Sunday	Cloudy	Yes	Biryani	268
Sunday	Sunny	Yes	Samosa	180
Friday	Cloudy	Yes	Mirchi Bhajji	206
Saturday	Rainy	Yes	Mirchi Bhajji	91
Tuesday	Sunny	Yes	Punukulu	288
Wednesday	Cloudy	Yes	Dosa	82
Sunday	Cloudy	No	Mirchi Bhajji	140
Thursday	Sunny	Yes	Samosa	109
Tuesday	Cloudy	No	Mirchi Bhajji	150
Sunday	Rainy	Yes	Mysore Bonda	293
Wednesday	Rainy	Yes	Pani Puri	299
Thursday	Cloudy	Yes	Pesarattu	94
Wednesday	Cloudy	No	Pesarattu	30
Saturday	Rainy	Yes	Biryani	142
Wednesday	Rainy	No	Pesarattu	205
Sunday	Rainy	Yes	Punukulu	141
Sunday	Cloudy	No	Biryani	221
Wednesday	Cloudy	Yes	Dosa	172
Tuesday	Sunny	No	Pani Puri	228
Sunday	Sunny	No	Samosa	271
Thursday	Rainy	No	Pani Puri	236
Sunday	Sunny	Yes	Pesarattu	279
Monday	Cloudy	No	Punukulu	187
Thursday	Rainy	Yes	Biryani	114
Saturday	Cloudy	Yes	Biryani	225
Tuesday	Rainy	No	Pani Puri	62
Monday	Sunny	Yes	Punukulu	86
Sunday	Rainy	No	Pani Puri	251
Thursday	Rainy	Yes	Pesarattu	108
Saturday	Rainy	No	Pesarattu	121
Monday	Cloudy	No	Idli	221
Thursday	Rainy	Yes	Biryani	31
Friday	Rainy	Yes	Samosa	256
Tuesday	Cloudy	Yes	Biryani	225
Friday	Cloudy	No	Idli	65
Wednesday	Sunny	Yes	Biryani	289
Thursday	Cloudy	No	Samosa	134
Saturday	Sunny	Yes	Pesarattu	167
Saturday	Cloudy	No	Idli	240
Sunday	Sunny	Yes	Pesarattu	116
Thursday	Sunny	No	Idli	34
Wednesday	Cloudy	Yes	Mysore Bonda	147
Wednesday	Rainy	No	Samosa	25
Thursday	Sunny	No	Mirchi Bhajji	128
Saturday	Cloudy	No	Pesarattu	57
Monday	Rainy	Yes	Biryani	190
Tuesday	Cloudy	No	Biryani	22
Wednesday	Rainy	No	Pesarattu	222
Saturday	Cloudy	Yes	Punukulu	41
Friday	Sunny	No	Idli	277
Thursday	Cloudy	No	Idli	65
Wednesday	Rainy	No	Idli	153
Monday	Cloudy	Yes	Idli	275
Sunday	Cloudy	No	Mirchi Bhajji	164
Wednesday	Rainy	No	Punukulu	180
Thursday	Sunny	No	Mysore Bonda	97
Friday	Rainy	No	Biryani	116
Tuesday	Sunny	Yes	Idli	38
Thursday	Cloudy	Yes	Mysore Bonda	243
Monday	Cloudy	Yes	Mysore Bonda	202
Saturday	Rainy	No	Mysore Bonda	272
Monday	Rainy	Yes	Samosa	198
Monday	Sunny	No	Idli	106
Saturday	Rainy	No	Dosa	22
Friday	Rainy	Yes	Mirchi Bhajji	59
Tuesday	Cloudy	Yes	Pani Puri	33
Wednesday	Rainy	Yes	Mirchi Bhajji	211
Friday	Sunny	No	Idli	34
Monday	Cloudy	No	Mysore Bonda	157
Friday	Rainy	Yes	Pani Puri	42
Saturday	Rainy	No	Pani Puri	86
Tuesday	Sunny	No	Pani Puri	48
Saturday	Sunny	No	Samosa	224
Wednesday	Sunny	Yes	Mirchi Bhajji	65
Monday	Sunny	Yes	Mirchi Bhajji	226
Wednesday	Rainy	Yes	Samosa	172
Thursday	Cloudy	No	Idli	203
Saturday	Sunny	No	Punukulu	122
Thursday	Cloudy	No	Mysore Bonda	157
Friday	Rainy	No	Samosa	236
Sunday	Cloudy	Yes	Mirchi Bhajji	238
Monday	Sunny	No	Mysore Bonda	134
Saturday	Rainy	Yes	Mysore Bonda	289
Saturday	Rainy	Yes	Pesarattu	259
Thursday	Sunny	No	Pesarattu	96
Tuesday	Rainy	No	Dosa	287
Thursday	Cloudy	Yes	Punukulu	59
Monday	Rainy	Yes	Punukulu	237
Thursday	Sunny	No	Pesarattu	201
Wednesday	Rainy	Yes	Punukulu	28
Monday	Rainy	No	Idli	113
Sunday	Cloudy	Yes	Samosa	233
Saturday	Cloudy	No	Mysore Bonda	250
Friday	Cloudy	No	Idli	128
Tuesday	Sunny	No	Samosa	242
Friday	Sunny	Yes	Mirchi Bhajji	79
Monday	Sunny	No	Mysore Bonda	227
Sunday	Rainy	No	Pesarattu	204
Saturday	Rainy	No	Pesarattu	64
Tuesday	Sunny	Yes	Dosa	77
Sunday	Sunny	Yes	Biryani	127
Thursday	Rainy	Yes	Dosa	243
Sunday	Rainy	Yes	Samosa	174
Sunday	Cloudy	Yes	Mysore Bonda	236
Monday	Sunny	Yes	Idli	247
Thursday	Cloudy	Yes	Mysore Bonda	144
Tuesday	Cloudy	No	Biryani	190
Monday	Sunny	No	Mirchi Bhajji	273
Saturday	Rainy	No	Biryani	269
Thursday	Cloudy	No	Dosa	51
Friday	Sunny	No	Pani Puri	52
Wednesday	Rainy	No	Mysore Bonda	79
Thursday	Rainy	No	Mysore Bonda	243
Monday	Sunny	No	Dosa	260
Wednesday	Cloudy	Yes	Punukulu	132
Friday	Rainy	No	Mysore Bonda	87
Wednesday	Rainy	No	Mirchi Bhajji	204
Sunday	Cloudy	Yes	Dosa	164
Saturday	Rainy	Yes	Mysore Bonda	86
Tuesday	Sunny	Yes	Mysore Bonda	71
Sunday	Cloudy	No	Pesarattu	140
Tuesday	Rainy	Yes	Biryani	203
Wednesday	Cloudy	Yes	Idli	277
Monday	Sunny	No	Mirchi Bhajji	78
Friday	Sunny	Yes	Punukulu	134
Thursday	Cloudy	No	Pani Puri	43
Sunday	Rainy	No	Idli	283
Friday	Rainy	Yes	Biryani	244
Sunday	Cloudy	Yes	Samosa	72
Sunday	Rainy	Yes	Punukulu	73
Tuesday	Rainy	Yes	Dosa	205
Tuesday	Rainy	No	Mysore Bonda	279
Thursday	Rainy	Yes	Idli	206
Wednesday	Sunny	Yes	Dosa	244
Thursday	Sunny	Yes	Mysore Bonda	194
Wednesday	Rainy	Yes	Samosa	156
Wednesday	Rainy	No	Pani Puri	145
Tuesday	Rainy	No	Dosa	90
Sunday	Cloudy	No	Mirchi Bhajji	254
Sunday	Rainy	No	Biryani	246
Tuesday	Sunny	Yes	Samosa	193
Wednesday	Cloudy	Yes	Mirchi Bhajji	51
Thursday	Sunny	Yes	Biryani	286
Wednesday	Cloudy	No	Punukulu	175
Saturday	Rainy	No	Pani Puri	24
Sunday	Cloudy	Yes	Mirchi Bhajji	248
Saturday	Sunny	No	Pani Puri	227
Sunday	Sunny	No	Samosa	38
Friday	Cloudy	No	Idli	286
Friday	Cloudy	Yes	Samosa	281
Friday	Cloudy	No	Idli	31
Monday	Rainy	No	Dosa	175
Saturday	Cloudy	Yes	Biryani	210
Wednesday	Rainy	No	Samosa	44
Sunday	Rainy	Yes	Mysore Bonda	172
Friday	Rainy	Yes	Mysore Bonda	193
Tuesday	Rainy	Yes	Pani Puri	173
Wednesday	Rainy	Yes	Mirchi Bhajji	286
Saturday	Sunny	Yes	Pani Puri	284
Friday	Sunny	No	Mysore Bonda	70
Tuesday	Rainy	No	Mirchi Bhajji	61
Monday	Sunny	No	Idli	263
Tuesday	Cloudy	Yes	Pani Puri	289
Thursday	Rainy	No	Pesarattu	275
Saturday	Cloudy	No	Mysore Bonda	233
Sunday	Sunny	Yes	Punukulu	85
Thursday	Rainy	No	Idli	282
Sunday	Rainy	Yes	Dosa	253
Thursday	Sunny	Yes	Punukulu	209
Monday	Rainy	No	Samosa	81
Wednesday	Rainy	No	Biryani	287
Tuesday	Sunny	No	Pesarattu	211
Wednesday	Cloudy	No	Biryani	93
Tuesday	Rainy	No	Biryani	176
Wednesday	Sunny	Yes	Mysore Bonda	21
Monday	Rainy	No	Samosa	42
Thursday	Cloudy	No	Mysore Bonda	192
Sunday	Cloudy	No	Idli	90
Friday	Rainy	No	Mysore Bonda	249
Tuesday	Rainy	No	Samosa	229
Thursday	Sunny	No	Pani Puri	296
Monday	Rainy	No	Pesarattu	65
Sunday	Sunny	Yes	Pesarattu	83
Saturday	Rainy	Yes	Dosa	297
Friday	Sunny	Yes	Mysore Bonda	277
Monday	Sunny	Yes	Biryani	160
Sunday	Sunny	Yes	Mysore Bonda	63
Sunday	Rainy	No	Mirchi Bhajji	43
Thursday	Sunny	No	Mirchi Bhajji	112
Thursday	Sunny	No	Mirchi Bhajji	151
Monday	Sunny	Yes	Punukulu	106
Wednesday	Sunny	Yes	Pesarattu	65
Tuesday	Cloudy	No	Idli	50
Friday	Cloudy	Yes	Biryani	49
Wednesday	Cloudy	Yes	Pani Puri	92
Thursday	Cloudy	No	Mirchi Bhajji	81
Monday	Sunny	Yes	Dosa	272
Friday	Rainy	No	Samosa	157
Monday	Cloudy	No	Punukulu	228
Monday	Cloudy	Yes	Mirchi Bhajji	139
Monday	Cloudy	Yes	Dosa	84
Wednesday	Rainy	No	Mysore Bonda	62
Sunday	Rainy	Yes	Idli	211
